,title,content,keywords
775,【慈海敬老院】体检车开进敬老院老人免费体检更便捷,　　近日，为提高敬老院老人健康生活质量，让老人享受到优质便捷的医养结合养老服务，慈海医疗集团派出多功能体检车前往慈海敬老院皇华分院，为院内120余位老人进行免费健康体检。\n　　\n　　慈海集团体检车的出现，为此次健康查体活动增加了一抹亮丽的色彩。车内配备了完善的医疗设施装备，包括先进的DR透视、心电图等常用仪器，常规检查均可在车内一次性完成。这对于一些腿脚不便或上了年纪无法到医院进行定期体检的老人，无疑是一件好事。\n　　体检中心精心组织安排，抽调体检科室骨干人员组成健康服务小组，并制定了具体的体检方案和服务工作流程，让老人们享受到了高质量的体检服务。\n　　\n　　此次健康体检项目包含内科检查、血常规、血糖、血脂、肝功、肾功、胸透、心电图、腹部彩超，男士加项：泌尿系彩超，女士加项：妇科彩超等。\n　　\n　　有的老人年纪大，腿脚行动不便，医护人员就走进老人们的房间逐一巡诊，细致地为每一位老人进行检查。\n　　\n　　查体现场，医护人员还根椐每位老人的具体情况，进行了日常保健、疾病预防、常用药服用等指导，做到有病早治，无病早防，受到了老人们的高度赞誉。\n　　\n　　体检结束后，医院将更新每位老人的健康档案，根据体检数据给予专业评估，并将患病或发现异常检查结果的老人纳入健康管理，进行定期跟踪随访，密切关注他们的身体健康状态。\n　　\n　　慈海集团自接管敬老院以来，依托专业医疗资源，创新实施“慈海医养结合养老模式”，为敬老院老人每年进行一次免费全身性健康体检，量身制定医养护理方案。后续，集团将陆续至慈海敬老院贾悦、枳沟、百尺河、石桥子多家分院为老人免费健康体检，扎实做好医养结合工作。\n　　\n　　除每年一次的健康体检外，慈海集团还安排医护人员定期到敬老院巡诊，记录并跟踪老人的健康状况，提供持续性医疗保障。若老人需要治疗，可通过绿色通道转至慈海医院接受诊疗，疗程结束后再返回各养老机构。\n　　\n　　\n　　来慈海敬老院\n　　我们让您\n　　做个幸福老人\n　　慈海敬老院\n　　皇华分院、枳沟分院、百尺河分院、贾悦分院、石桥子分院\n　　入住咨询热线：\n　　18506367017（鞠院长）本文地址：http://zhucheng.bandao.cn/news.asp?id=2882087\n,敬老院;医护人员;体检;健康;
776,假面骑士01：火爆日本的腹肌太郎平成骑士惨遭迫害老实人最老实,假面骑士01开播之后，最先火爆起来的演员不是别人，而是剧中登场仅仅几分钟，然后就被变成怪人的腹肌太郎，该角色在日本瞬间火爆，同时玩梗能力从线上蔓延到了线下，平成骑士意外遭遇迫害，来看看是怎么回事吧。\n本次的腹肌崩坏太郎作为第一位被怪人化的人工智能，虽然登场仅仅几分钟的时间，但是让人印象深刻，对于人物性格方面的塑造可以说非常的成功，不过国内对于这位配角的印象似乎没有日本本土来得火热，反正日本当地对于腹肌太郎的热度甚至超越了假面骑士01本身。有意思的是腹筋太郎和副社长，其原本就都是搞笑艺人的身份，看来多少有点伏笔。\n而有意思的是因为腹肌太郎的火爆，导致平成家买齐你是跟着一起遭殃，不少家卖女骑士周边产品展示店，开始玩起了腹肌太郎的梗，众多平成假面骑士的手办被迫摆出了腹肌太郎的腹肌撕裂经典姿势。包括危险僵尸的虾饺还有无敌大佬，至于LV99和神极限因为手办设计问题，想摆也摆不出来。\n当然遭到迫害的不仅仅是EA组，包括搞事德、车车lv0、果冻龙我、天才build、连崇皇时王都摆出了这个姿势，平成骑士惨遭迫害。唯独老实人最老实，有原则有底线，坚持自己的品位，愣是没摆出这个姿势来。不的说老板是真的聪明，又玩梗吸引了粉丝的注意力，又展示了手办的可动能力，可谓一举两得。返回搜狐，查看更多\n,手办;火爆;平成;假面骑士;
777,市民政局开展2019年绍兴市社会工作行业培训,为进一步推动社会工作参与基层治理，扩大社会工作影响力，推进我市社会工作发展和社会工作人才队伍建设，2019年8月29日—8月30日，绍兴市民政局开展了2019年绍兴市社会工作行业培训。\n一、广泛发动，覆盖面广。参加此次培训班的学员有各地民政局社会工作的分管领导、科室长及相关人员，各地社区工作者，市级各有关部门从事社会工作的人员和通过全国社会工作者职业水平考试的人员，共计180余人。\n二、师资多样化，学员年轻化。此次培训邀请了社工行业不同领域、不同年龄层的老师，有浙江工商大学马良教授、杭州市下城区永联公益服务中心的舒权挺老师、浙江省社会工作师协会的朱润铖老师，从自身研究、擅长的领域传授给学生社工知识。此次学员普遍年轻化，青年一代是推动社会工作发展的主力军，在汲取马教授底蕴深厚的理论知识后，更是与年龄相近的舒老师、朱老师碰撞出社会工作的火花。\n三、教学内容实用丰富、方式多样。此次培训采用现场授课与实地培训相结合的方式，理论层面为学员带来基层社会治理和专业化社区工作的实践、社会工作专业关系建立的实务和技巧、社会工作在社区建设中的作用等实用性强的知识，并以此次培训为契机，为大家普及了扫黑除恶简明知识，进一步推动社会工作参与基层治理，参与扫黑除恶宣传，扩大扫黑除恶专项斗争影响力。同时赴柯桥区柯桥街道大渡社区、柯桥区社会组织服务中心、柯桥街道柯桥益家实地学习，开阔了学员的工作视野，学有所获。\n,时政;社会工作;培训;扫黑;
778,铁甲依然在，巴呆依然爱——滑翔哺乳动物大观,热门话题：\n铁甲依然在，巴呆依然爱——滑翔哺乳动物大观\n中国科学院官方账号~27分钟前\n虽然看起来像，但其实是四类非常不同的动物\n它们外貌相似是因为都选择了“夜行、树栖、滑翔”这条路子，趋同进化的结果。就好比鱼龙、鲨鱼、海豚这三类完全不同的动物为了适应海里高速游泳的生活，都长出了纺锤形的身躯；为了抓住湿滑的鱼，又都长出了钉状的牙齿。\n为滑翔长出了翼膜、翼尖和大长腿\n这些不同形式的翼尖作用都是在不延长前肢长度的情况下扩大翼膜面积，进而增加滑翔的效率和稳定性，类似平时我们坐飞机时看到飞机翅膀尖端那个可以上下摆动的结构。据测算翼尖可以降低飞行中20%的阻力，提升9%的升阻比。\n除了翼膜和翼尖这两个最主要的滑翔适应外，滑翔哺乳动物的骨骼和尾也进行了相应的适应性进化。它们的骨骼（尤其是四肢骨）相比非滑翔的近缘种发生了明显的延长，这样就能附着更大面积的翼膜。\n为什么要选择滑翔生活？\n滑翔哺乳动物的保护现状\n来源：\n中国科学院官方账号~60450人关注\n观察者网用户社区\n:\n赞\n141\n热门话题\n全部专栏\n你知道吧？\n中国人民大学重阳金融研究院执行院长\n公众号：亚洲火车总站\n特朗普已经看烦了吧？带你看看更大的美国\n中国人民大学国际关系学院院长\n人民艺术家\n察哈尔学会研究员\n百闻不如一见/财经如此简单\n以色列海法大学政治学院国际关系博士生\n经济学家，中国深圳综合开发研究院院长\n以全新视角观察新商业\n泛心理科普与服务，美好生活从了解自我开始。\n好莱坞电影从业者，小说《六千夜》作者\n,院长;热门话题;哺乳纲;铁甲;哺乳动物;
779,易而达:职工代表监事换届公告,公告日期：2019-09-04\n公告编号：2019-022\n证券代码：870780证券简称：易而达主办券商：兴业证券\n广州易而达科技股份有限公司职工代表监事换届公告\n本公司及董事会全体成员保证公告内容的真实、准确和完整，没有虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带法律责任。\n一、换届基本情况\n换届的基本情况\n（一）根据《公司法》及公司章程的有关规定，公司第二届职工代表大会第一次会议于\n2019年9月4日审议并通过：\n选举卢铬坤先生为公司职工代表监事，任职期限三年，自2019年9月4日起生效。\n上述选举人员持有公司股份0股，占公司股本的0%，不是失信联合惩戒对象。\n本次会议召开21日前以书面方式通知全体职工代表，实际到会职工代表20人。\n会议由耿健主持。\n本次换届不需提交股东大会审议。\n本次换届是否涉及董秘变动：□是√否\n二、换届对公司产生的影响\n换届对公司生产、经营的影响：\n本次职工代表监事换届为公司正常流程，符合有关法律、行政法规、部门规章、规范性文件和《公司章程》的规定，符合公司正常经营管理需要，不会对公司生产经营产生不利影响。\n三、备查文件\n《广州易而达科技股份有限公司第二届职工代表大会第一次会议决议》\n公告编号：2019-022\n广州易而达科技股份有限公司\n董事会\n2019年9月4日\n[点击查看原文][查看历史公告]\n提示：本网不保证其真实性和客观性，一切有关该股的有效信息，以交易所的公告为准，敬请投资者注意风险。\n,投资;2019;n2019;公告;易而达;换届;022;公司;股票;监事;科技股份;职工代表
780,雷诺e诺车型定位纯电动SUV续航里程达271Km,我们从相关渠道了解到，东风雷诺旗下首款纯电动车—雷诺e诺车型，将在9月5日成都车展期间，正式发售上市。e诺定位于小型纯电动SUV，新车将搭载容量为30kWh的电池组，NEDC续航里程可达271Km。\n雷诺e诺是东风雷诺基于雷诺-日产-三菱联盟共享电动车平台打造的一款车型，其造型设计基本延续了K-ZE概念车的造型。采用黑色封闭式进气格栅，搭配U形镀铬装饰条，外观时尚新潮。分体式大灯设计很新颖，LED日行灯及转向灯同前引擎盖有机融合，线条走势圆润光滑。保险杠上方两旁设计为组合大灯，降低了大灯高度的同时，也为前脸部分增添更多造型空间。\n内饰方面整体造型美观实用，中控采用黑色主色调，设计有新能源蓝色装饰元素，色彩搭配对比鲜明，车内视觉效果更佳。\n档杆使用旋钮式换挡，科技感十足。中控下方设计有超大尺寸储物格，实用性大大增加。\n车身尺寸为3735/1579/1515mm，轴距为2423mm，而其整备质量仅为921kg。车身很是小巧灵动，在城市出行中，停车，躲避拥堵方面，都有一定优势。\n动力方面，新车搭载一台最大马力为45Ps（35Kw）的驱动电机，电池容量为30kWh，可满足e诺NEDC工况条件下行驶271Km。此外，新车支持快充，慢充两种模式，快充模式下30分钟即可将电量从30%充至80%，慢充模式下4个小时可将电量充满。\n,雷诺日产联盟;电动汽车;SUV;设计;新能源汽车;
781,有个叫余干的地方正牵挂着她外出拼搏的家人,不知不觉，今天是农历一月的最后一天，新年的鞭炮，与家人共享的年夜饭，许久未见的朋友，一个个场景还是记忆犹新。唯独是拉不住时间的流逝，期待的只能是下一年的相见。\n余干这个小城市，年前年后因为家人的到来也热闹了一番。但时间也不过短短数日，慢慢的回到了它原来该有的样子。车站、大街上已全然不见当初热闹的景象。\n候车大厅也从站不下人到空荡荡的无人等候。一向热闹的东山大街也变的空荡了不少。一年匆匆的时光而过，也许有的人还未见证家乡的发展，道路的便利，不知道是否已经有人告诉你们。\n以后从上关到下关，再也不止有都东山大街和世纪大道了。\n德胜大道直通迎宾大道与阳水沟两条人口密集度最高的地方，宽阔的马路缓解了许多的交通压力。\n玉亭大道一片也将为余干展现出一个崭新的面貌。\n这条马路将贯穿玉亭大道和昌万公路，建高楼，修马路，都是余干今后的必经之路。\n希望在外拼搏的你们也能常常关注着家乡的的变化，还有更多的项目都正在进行当中......\n家，永远是你最坚强的后盾\n再不堪也曾是你想想到偷偷抹泪的地方，因为她记载着我们太多的回忆。也许你的家会是这样的。\n也有很多人喜欢住在这个满是回忆的地方，左邻右舍的都是自己最熟悉的人，高兴或不开心都有人可以分享。也许，你的家或许是这样的，又或是这样的。\n但她没有好与坏之分，每寸土地都有着她独特的味道，即使漂泊再远，也忘不掉；不管在外多久，总有一种无形的感情在牵引的着你回去。工作再辛苦，也在注意自己的身体。\n爸妈的期盼，孩子的期待，家门口的麻辣烫，东山大街的马路，干越壹号的天虹都在等着你。\n新的一年已经开始，不管是在家里的余干人，还是在外面的余干人。\n希望你们都多关注着余干的变化，因为这个属于我们的小城市正在一天天的成长，也许等到你下一次的到来，她展现的又将是一个全新的面貌。\n,余干;家人;拼搏;
782,癫痫30年男子颅内揪出活虫医生称或与喝生水有关,　　癫痫30年男子颅内揪出活虫\n　　广州日报讯(全媒体记者梁超仪通讯员郑琳)59岁的江西男子张伯抽搐了近30年，一直以为是普通的癫痫并服用抗癫痫药物。直到最近，广州医生从他颅内取出一条10厘米长的裂头蚴，他才知道，原来30年来的癫痫发作是裂头蚴惹的祸。\n　　病床上的张伯仍能清晰地回忆起第一次发作的情形。一个晚上，正在打牌的他突然四肢抽搐、口吐白沫，瞬间失去知觉晕了过去。家人紧急将其送往当地医院，被诊断为癫痫。此后的20余年里，张伯一直按时服用抗癫痫药物。虽然病情偶有发作，但基本上都是小发作，所以他也就没那么重视。\n　　2015年，张伯所在的村里发生大火，在参与灭火的过程中，他突然再次癫痫大发作。“尤其是从今年开始，基本上每个月甚至20天就大发作一次。”张伯说，辗转多家医院，都诊断为普通癫痫，直到上个月中旬，在当地医院行头颅MR检查时，才发现右侧额叶有病变，并且抽血化验时提示裂头蚴抗体呈阳性，医生考虑裂头蚴感染的可能性较大。\n　　为寻求进一步治疗，张伯找到了广东三九脑科医院神经外六科主任吴杰。吴杰表示，患者右侧额叶病变可能与寄生虫感染有关。经过术前详细检查，并积极做好术前准备后，吴杰团队为患者在全麻下行右侧额叶病变切除术及脑裂头蚴取出术，顺利抓出一条10厘米长的裂头蚴活虫，并将周围的肉芽肿组织全部切除。\n　　据了解，张伯家住江西农村，小时候基本上喝生水。吴杰表示，该患者的裂头蚴感染可能与其喝生水有关。“裂头蚴在颅内寄生，就会有病灶，而病灶会引发大脑异常放电，从而导致癫痫样发作。”吴杰强调，裂头蚴一旦进入大脑，不仅其代谢的产物会对大脑带来损害，更可怕的是，它会不停地游走，给大脑带来不可修复的破坏。\n,健康;活虫;社会万象;颅内;裂头蚴
783,王俊凯易烊千玺粉丝刷屏开撕！互嘲对方业绩不行，都在蹭热度？,今日，有网友发现王俊凯和易烊千玺两家粉丝屠版论坛，在线battle。双方都在说对方实绩不行，蹭热度吸血碰瓷等等引起吃瓜群众的关注。两人作为“TFboys”组合中的成员出道已六年有余，发展到现在各家粉丝虽说也有小打小闹，但大体上还算安稳，但此次互撕似乎动了真格了。\n论坛中两家粉丝各执己见，各种互相diss的帖子一个接着一个，层出不穷，讨论最多就是两家都说对方实绩不太行。客观来讲，两人在今年的发展各有所长，王俊凯参加的综艺有《中餐厅3》、《高能少年团》、影视剧有《天坑鹰猎》、《解忧杂货店》，而易烊千玺也是不落下风，综艺《这！就是街舞》、《大冰小将》，影视剧有《长安十二时辰》以及《少年的你》。\n不过，在外人看来不相伯仲的两人在对家粉丝严重却是各种蹭热度、碰瓷、吸血现场。四字弟弟的粉丝嘲讽王俊凯发“明难财”，称综艺《中餐厅3》的大火完全是因为店长黄晓明的“明学”，而王俊凯在节目中的表现没什么亮点，完全是靠着黄晓明出圈的。\n不仅如此，易烊千玺粉丝还嘲讽王俊凯综艺收视率低，粉丝数据不行，“什么时候控评能在前排不被女星压，什么时候能在线下有一条水沟再来吧”。自家上综艺要么是热度最大的贡献者，要么是单抗，而且电视剧更是火爆整个夏天。\n据了解，由雷佳音、易烊千玺主演的电视剧《长安十二时辰》收官后，IP收益超过十个亿，视频网站上更是新增千万付费会员，收视长虹，豆瓣评分高达8.4。不过王俊凯粉丝却称易烊千玺在《长安十二时辰》中只是一个二番，大多数人都是冲着主角雷佳音去的。\n并且三字粉丝表示易烊千玺“不仅拉踩插刀队友日常，还拉踩所有同龄人的演技”，此次导致两家粉丝互撕也是四字粉率先开贴挑事导致的。双方有来有回，一边在夸自家爱豆有多优秀，一边在diss对家有多糊，在网络上battle得不亦乐乎。\n你说我蹭黄晓明热度，我就说你蹭雷佳音热度，你说我收视率不行，我就说你影视剧砸挂影后、二番拿不出手等等，剑拔弩张的气氛远胜以往任何时候。昨天“三小只”中的王源刚出国读书，今天哥哥和弟弟的粉丝就在网上互撕，而且看架势好像势如水火，一时半会难以消停，这样下去难免会影响到爱豆之间的关系，相信远在国外的王源也不想看到这样的局面啊。\n都是一个组合中的成员，而且还相处了六年之久，作为粉丝难道不希望三人团结有爱，共同进步吗？\n,王俊凯;易烊千玺;影视剧;热度;粉丝
784,[收购]康达新材:收购北京航天恒容电磁科技有限公司61%股权事项的进展公告,"[收购]康达新材:收购北京航天恒容电磁科技有限公司61%股权事项的进展公告\n时间：2019年09月04日17:23:29&nbsp中财网\n原标题:\n:关于收购北京航天恒容电磁科技有限公司61%股权事项的进展公告\n证券代码：002669证券简称：\n公告编号：2019-117\n上海康达化工新材料股份有限公司\n关于收购北京航天恒容电磁科技有限公司61%股权事项的\n进展公告\n本公司及董事会全体成员保证信息披露内容的真实、准确和完整，没有虚假\n记载、误导性陈述或重大遗漏。\n上海康达化工新材料股份有限公司（以下简称“公司”或“\n”）与航天\n工业发展股份有限公司(以下简称“\n”)、北京航宇恒达科技中心(有限合\n伙)(以下简称“航宇恒达”)以及北京航天恒容电磁科技有限公司（以下简称“航天\n恒容”或“标的公司”）于2019年3月25日在上海签署了《股权转让协议》，公\n司拟以自有资金3,056.1万元，现金出资方式收购航天恒容61%的股权。相关情\n况及进展详见公司于2019年3月27日、2019年8月6日在巨潮资讯网及《证\n券时报》、《证券日报》、《上海证券报》、《中国证券报》刊登的《关于收购\n北京航天恒容电磁科技有限公司61%股权的公告（更新后）》（公告编号：\n2019-040）、《关于收购北京航天恒容电磁科技有限公司61%股权事项的进展公\n告》（公告编号：2019-100）。\n目前公司仍与航天恒容管理层及少数股东就标的公司未来业绩情况进行协\n商，预计将于2019年9月底完成标的公司的工商变更登记事项。公司将根据本\n次股权转让事项的后续进展情况，及时履行信息披露义务，敬请投资者注意投资\n风险。\n特此公告。\n上海康达化工新材料股份有限公司董事会\n2019年9月4日\n　中财网\n",科技;北京航天;公告;收购;股权
785,体育总局体科所等单位联合发布“医护人员健身18法”,新华社北京9月4日电为推进实施健康中国行动，在国家体育总局群体司和国家卫生健康委员会宣传司、规划司的共同指导下，国家体育总局体育科学研究所、中国健康教育中心、中国医师协会4日联合发布“医护人员健身18法”。\n今年7月18日，健康中国行动正式启动，《健康中国行动(2019-2030年)》中提出包括“全民健身行动”“职业健康保护行动”在内的15个重点专项行动，意味着科学健身指导工作应思考如何聚焦重点人群，提供更具职业特点的运动健身方案或运动指导服务。\n近年来，体育总局与卫健委等相关单位开展了系列健康干预工作，发现医护人员的健康状况不容乐观，缺乏身体活动成为慢病多发的重要原因，力量、耐力、柔韧性等指标普遍偏低，多数从业者健身知识相对缺乏，健身科学性和针对性不足。全民健身行动是系统工程，需跨部门联动协同推进。提升医护人员的科学健身素养，提高锻炼参与程度，有效改善健康问题，是协同推进的第一步。卫生健康从业人员了解、学习、体验、认可了科学的健身知识和方法，就能更好地开展健身科普传播工作。\n为此，今年国家体育总局体育科学研究所创编了“医护人员健身18法”。在充分调研的基础上，总结了医护人员普遍存在的18个健康问题，设计了51个“一看就懂、一学就会、一练就有效”的健身小妙招。其中，针对颈肩肌肉紧张、肘腕关节不适等13个功能受限问题，分别从缓解紧张和功能提升角度设计练习动作；针对力量不足、心肺耐力较差等问题，分别设计了4套针对性组合练习；结合医护人员步行为主的常态工作方式，设计了1套实用台阶练习方法。\n“医护人员健身18法”的设计基于科学、易于理解、便于练习、利于传播，贴近医护人员的工作条件与生活环境，可利用碎片化时间随时随地练习。\n“医护人员健身18法”视频课程邀请里约奥运跳水冠军林跃参与拍摄。漫画和视频课程将在体科所微信官方公众号“科学健身指导员”和抖音官方号“科学健身18法”上持续更新。\n,医护人员;国家体育总局;健康;行动;健康中国;
786,美媒预测湖人首发阵容：三位置无悬念，霍华德替补，新援顶替隆多,虽然没能得到第三巨头，前不久考辛斯也再次受伤，但包括“魔兽”德怀特-霍华德在内，今夏紫金军团也签下或留住多位实力派战将，整体实力明显提升。美媒预测湖人首发阵容：三位置无悬念，霍华德替补，新援顶替隆多。\n美媒lakeshowlife也利用休赛期的时间对于湖人新赛季的首发阵容进行了预测，他们认为球队新赛季的首发五虎将是布拉德利、丹尼-格林、詹姆斯、安东尼-戴维斯和麦基。其中老詹、“浓眉哥”和格林自然不用多说，不存在任何悬念与争议，而另外两个位置可能和一些球迷的想法有所不同。\n随着鲍尔被交易，原本隆多是很有机会成为湖人新赛季的首发控卫的。上赛季在鲍尔休战时，隆多也有29场比赛作为先发出场，他的经验、组织和大局观能力无可挑剔，能够把球队进攻梳理的井井有条。\n但美媒认为和丹尼-格林一样，新援艾弗里-布拉德利是一名优秀的3D球员，当今这个时代球员在场上的位置已经变得有些模糊，如果一支球队的阵容中拥有能长期控球和持球的锋线球员，也没有必要非得放一名专职控卫在场上，此前库里休战时的勇士以及如今的湖人，都是这种类型球队。布拉德利和格林都可以防守多个位置的球员，而在进攻端湖人完全可以让詹姆斯与“浓眉哥”持球，布拉德利只需要命中空位投篮即可，这也能弥补他在组织和传球方面相对欠缺的问题。\n,球员;首发;球队洛杉矶湖人队;阵容;
787,汉中市公安局文艺小分队来勉慰问演出,9月2日，汉中市公安局文艺小分队到勉县公安局进行战时慰问演出。市局党委委员、副局长王雨团，县委常委、政法委书记包建全，副县长、局党委书记、局长黎明华，县检察院、法院分管领导，部分县人大代表、政协委员，在家局党委班子成员及局属各单位民警、观看了演出。\n慰问演出在该局民（辅）警自编自导的舞蹈《离人愁》中开场，美妙的音乐、柔美的舞蹈无不彰显着勉县公安民警良好的精神风貌；市局文艺小分队带来的歌曲《曾经的你》《再一次出发》《月亮》和《黄梅戏》等节目激情四射，使全场民警热血澎湃，赢得了阵阵喝彩；该局民警彭建国、陈文文同志创作的《扫黑除恶有我们》，道出了扫黑除恶专项斗争以来全局各警种、各部门付出的辛苦与汗水，抒发了全体民警克难攻坚、众志成城打赢扫黑除恶攻坚战的信心与决心；王彬、段延凤同志演唱的歌曲《为了谁》彰显了公安民警无私无畏、爱岗敬业的奉献情怀。演出最后，全场民警共唱响了《我和我的祖国》，表达了对祖国的热爱和祝福。\n慰问演出中，王雨团、包建全、黎明华等参会领导向奋战在扫黑除恶一线的民警代表尹伟、王五星、付红柯送上了慰问金。小分队还在演出现场为抽调县局开展扫黑除恶工作，长时间不能回家照顾妻儿的民警李佳制造了一场浪漫“鹊桥会”；李佳向妻子郭莹献上了一束表达亏欠与感谢的鲜花，郭莹表示自己作为警嫂，对丈夫因工作无法在身边陪伴非常理解和支持，场面温馨，让在场民警备受感动。\n此次慰问演出，送来了市公安局党委对一线民警的关心关怀，激发了民警凝心聚力、团结拼搏、忠诚履职的信心和决心，为全局纵深推进扫黑除恶专项斗争。（周辉彭建国记者吕平）\n,小分队;除恶;民警;扫黑;专项斗争;
788,追龙2兔兔是谁演的邱意浓演过禁欲系电影？,月6日，电影《追龙2》热映，晶女郎兔兔这一角色是谁演的，引起网友的讨论。据了解到，《追龙2》兔兔一角扮演者是邱意浓。因为是新人，所以有的网友可能对其不太熟悉。没关系，下面就来一起去看看其详细背景资料吧!有网传称，邱意浓演过禁欲系电影，这是真的吗?\n追龙2兔兔邱意浓\n《追龙2》电影近日上映了，影片聚集了梁家辉、古天乐、林家栋以及任达华等知名演员。而同样备受瞩目的，就是影片中的星女郎“兔兔”了。不少看完电影后的网友，也在问兔兔是谁演的。其实，兔兔的扮演者邱意浓，算起来也不是新人，2010年就以模特身份出道了，是在这几年开始进入演艺圈的。\n邱意浓和王晶什么关系\n早在去年时，王晶宣传电影《追龙2》时，身边常常会带有邱意浓。有一期《吐槽大会》，邱意浓就以晶女郎身份亮相过，不得不说，不愧是晶女郎，身材和脸蛋都会优秀。据悉，邱意浓如今是王晶工作室的签约艺人，这也难怪导演会力捧她，自家艺人当然要力挺了。\n邱意浓拍过禁欲系吗\n而邱意浓本身也很优秀的!个人资料上显示：邱意浓原名叫做邱璐璠，1990年出生在江西九江，上海戏剧学院毕业生。她能够驾驭不同类型的角色，对拍戏方面也很敬业、吃苦。在2013年，邱意浓开始进入演艺圈，而近两年来作品才慢慢多起的。另外，网传邱意浓早前拍过禁欲系电影，这是真的吗?经过一番搜索发现，邱意浓并没有拍过禁欲系电影哦!可能是她造型比较性感，让有的网友也这方面的联想吧!\n,禁欲;女郎;网友;电影;影视;
789,转发寻人！成都12岁女孩离家出走已14天今天是她的生日,14天前，成都市龙泉驿区一名12岁女孩离家出走，至今未归，身上带的钱可能不足100块。\n家长称，为了督促她学习，曾在她卧室内装了监控对着书桌。这次离家前，女孩把客厅的监控电源线扯掉了。\n今日，云公益的志愿者告诉红星新闻记者，他们从学校处得知，开学后，龙泉驿区这名12岁女孩没有去上学，“家长之前找到学校，说是孩子离家出走了。”截至9月4日，已经有14天了，今天也是她的生日。\n“8月21日下午1点59分离家出走的。”女孩的父亲凌先生说。之所以这么精确，是因为家里的客厅和进出门处安装了监控。视频里，女儿拿了红色布口袋，带了黑色的T恤和白色短裤，身上穿着黄白相间T恤和黄色背带短裤。凌先生说，女儿出门前还在家里一个包里拿了些零钱，“应该不超过100块钱。”\n记者得知，女孩的家庭是重组家庭，家里还有一个将满2岁的弟弟。女儿3岁时，凌先生与女儿的生母离婚，之后，女儿由爷爷奶奶照顾，生活在成都市郫都区，直到女孩6岁读一年级时，凌先生将女儿和老人接到成都市龙泉驿家中。\n寻人启事\n就介绍，为盯住女儿学习，原先房子买在一楼时，家里在她卧室装了个摄像头，“正对着她的书桌。”凌先生说，出走前一天，妻子给女儿100元准许她去小区的游泳池游泳。“之前我们问她，是愿意跟我们去参加聚会，还是去游泳，她选择一个人去游泳。”凌先生说道。\n“8月21日从家里离开前，她把监控的电源线扯了。”凌先生说，发现女儿离家出走后，他们在女儿可能去的亲戚朋友处、以及孩子奶奶所在的敬老院里都找过，但都没有女儿的消息，家里也报了警。他说，之前女儿有一次离家一周，晚上就是住在她奶奶的敬老院的。\n成都市救助站的工作人员表示，已经将寻人信息推送到成都市及全省工作群，“救助系统查询暂无此人登记。”\n红星新闻记者胡挺彭亮\n编辑柴畅返回搜狐，查看更多\n,监控;离家出走;社会万象
790,成都12岁女孩离家出走14天:家人在其卧室装摄像头,　　今日，云公益的志愿者告诉红星新闻记者，他们从学校处得知，开学后，龙泉驿区这名12岁女孩没有去上学，“家长之前找到学校，说是孩子离家出走了。”截至9月4日，已经有14天了，今天也是她的生日。\n　　“8月21日下午1点59分离家出走的。”女孩的父亲凌先生说。之所以这么精确，是因为家里的客厅和进出门处安装了监控。视频里，女儿拿了红色布口袋，带了黑色的T恤和白色短裤，身上穿着黄白相间T恤和黄色背带短裤。凌先生说，女儿出门前还在家里一个包里拿了些零钱，“应该不超过100块钱。”\n　　记者得知，女孩的家庭是重组家庭，家里还有一个将满2岁的弟弟。女儿3岁时，凌先生与女儿的生母离婚，之后，女儿由爷爷奶奶照顾，生活在成都市郫都区，直到女孩6岁读一年级时，凌先生将女儿和老人接到成都市龙泉驿家中。\n寻人启事\n　　就介绍，为盯住女儿学习，原先房子买在一楼时，家里在她卧室装了个摄像头，“正对着她的书桌。”凌先生说，出走前一天，妻子给女儿100元准许她去小区的游泳池游泳。“之前我们问她，是愿意跟我们去参加聚会，还是去游泳，她选择一个人去游泳。”凌先生说道。\n　　“8月21日从家里离开前，她把监控的电源线扯了。”凌先生说，发现女儿离家出走后，他们在女儿可能去的亲戚朋友处、以及孩子奶奶所在的敬老院里都找过，但都没有女儿的消息，家里也报了警。他说，之前女儿有一次离家一周，晚上就是住在她奶奶的敬老院的。\n　　成都市救助站的工作人员表示，已经将寻人信息推送到成都市及全省工作群，“救助系统查询暂无此人登记。”\n,监控;离家出走;社会万象
